"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2021-04-30T00:00:00Z",24043,"1S","T",100,130,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",24767,"1A","P",200,230,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",23902,"4","F",400,400,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",23846,"1B","T",430,730,"Om","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",32825,"2F","P",800,900,"DM","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",31927,"2A","P",930,1030,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",31001,"2B","P",1100,1300,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",29171,"3B","T",1330,1630,"Dm","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",33391,"3C","P",1700,1900,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",33196,"4A","T",1930,2000,"","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",33550,"4B","P",2030,2130,"EM","2021-04-29T11:30:35Z"
1,"2021-04-30T00:00:00Z",25774,"4C","F",2400,2400,"","2021-04-29T11:30:35Z"
1,"2021-05-01T00:00:00Z",24972,"1F","F",30,30,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",24472,"1S","T",100,130,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",24980,"1A","P",200,230,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",23403,"4","F",400,400,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",22669,"1B","T",430,730,"Om","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",27692,"2F","P",800,900,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",27636,"2A","P",930,1030,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",27695,"2B","P",1100,1300,"DM","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",25347,"3B","T",1330,1630,"Dm","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",31604,"3C","P",1700,1900,"EM","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",31070,"4A","T",1930,2000,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",31098,"4B","P",2030,2130,"","2021-04-30T11:39:57Z"
1,"2021-05-01T00:00:00Z",25086,"4C","F",2400,2400,"","2021-04-30T11:39:57Z"
1,"2021-05-02T00:00:00Z",24166,"1F","F",30,30,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",23579,"1S","T",100,130,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",23940,"1A","P",200,230,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",22653,"4","F",400,400,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",21724,"1B","T",430,730,"Om","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",23764,"2F","P",800,900,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",24424,"2A","P",930,1030,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",24853,"2B","P",1100,1300,"DM","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",24485,"3B","T",1330,1630,"Dm","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",29216,"3C","P",1700,1900,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",29713,"4A","T",1930,2000,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",30295,"4B","P",2030,2130,"EM","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",24089,"4C","F",2400,2400,"","2021-05-01T08:39:32Z"
1,"2021-05-02T00:00:00Z",24159,"1F","F",30,30,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",23573,"1S","T",100,130,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",23932,"1A","P",200,230,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",22642,"4","F",400,400,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",21705,"1B","T",430,730,"Om","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",23689,"2F","P",800,900,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",24510,"2A","P",930,1030,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",24617,"2B","P",1100,1300,"DM","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",24474,"3B","T",1330,1630,"Dm","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",29383,"3C","P",1700,1900,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",29746,"4A","T",1930,2000,"","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",30330,"4B","P",2030,2130,"EM","2021-05-01T11:35:05Z"
1,"2021-05-02T00:00:00Z",24114,"4C","F",2400,2400,"","2021-05-01T11:35:05Z"
1,"2021-05-03T00:00:00Z",22968,"1F","F",30,30,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",22361,"1S","T",100,130,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",22962,"1A","P",200,230,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",21791,"4","F",400,400,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",20920,"1B","T",430,730,"Om","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",24958,"2F","P",800,900,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",26070,"2A","P",930,1030,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",27137,"2B","P",1100,1300,"DM","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",27627,"3B","T",1330,1630,"Dm","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",30958,"3C","P",1700,1930,"EM","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",29192,"4A","T",2000,2030,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",29064,"4B","P",2100,2200,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",21084,"4C","F",2400,2400,"","2021-05-02T08:40:04Z"
1,"2021-05-03T00:00:00Z",22986,"1F","F",30,30,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",22369,"1S","T",100,130,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",22974,"1A","P",200,230,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",21770,"4","F",400,400,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",20893,"1B","T",430,730,"Om","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",24476,"2F","P",800,900,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",25726,"2A","P",930,1030,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",27070,"2B","P",1100,1300,"DM","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",27690,"3B","T",1330,1630,"Dm","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",31016,"3C","P",1700,1930,"EM","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",29140,"4A","T",2000,2030,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",29214,"4B","P",2100,2200,"","2021-05-02T11:42:06Z"
1,"2021-05-03T00:00:00Z",21294,"4C","F",2400,2400,"","2021-05-02T11:42:06Z"
1,"2021-05-04T00:00:00Z",19227,"1F","F",30,30,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",18685,"1S","T",100,130,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",19198,"1A","P",200,230,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",17884,"4","F",400,400,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",17592,"1B","T",430,730,"Om","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",29014,"2F","P",800,900,"DM","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",28937,"2A","P",930,1030,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",27882,"2B","P",1100,1300,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",26671,"3B","T",1330,1630,"Dm","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",32600,"3C","P",1700,1930,"EM","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",32368,"4A","T",2000,2030,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",32409,"4B","P",2100,2200,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",23124,"4C","F",2400,2400,"","2021-05-03T08:37:25Z"
1,"2021-05-04T00:00:00Z",19132,"1F","F",30,30,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",18533,"1S","T",100,130,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",19052,"1A","P",200,230,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",17842,"4","F",400,400,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",17595,"1B","T",430,730,"Om","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",29130,"2F","P",800,900,"DM","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",29017,"2A","P",930,1030,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",27892,"2B","P",1100,1300,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",26840,"3B","T",1330,1630,"Dm","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",32729,"3C","P",1700,1930,"EM","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",32209,"4A","T",2000,2030,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",32355,"4B","P",2100,2200,"","2021-05-03T11:36:13Z"
1,"2021-05-04T00:00:00Z",23118,"4C","F",2400,2400,"","2021-05-03T11:36:13Z"
1,"2021-05-05T00:00:00Z",22867,"1F","F",30,30,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",22414,"1S","T",100,130,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",23011,"1A","P",200,230,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",21792,"4","F",400,400,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",21545,"1B","T",430,730,"Om","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",30848,"2F","P",800,900,"DM","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",30379,"2A","P",930,1030,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",28538,"2B","P",1100,1300,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",28216,"3B","T",1330,1630,"Dm","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",33974,"3C","P",1700,1930,"EM","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",33789,"4A","T",2000,2030,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",33734,"4B","P",2100,2200,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",25035,"4C","F",2400,2400,"","2021-05-04T08:26:59Z"
1,"2021-05-05T00:00:00Z",22659,"1F","F",30,30,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",22161,"1S","T",100,130,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",22566,"1A","P",200,230,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",21826,"4","F",400,400,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",21491,"1B","T",430,730,"Om","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",30684,"2F","P",800,900,"DM","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",30350,"2A","P",930,1030,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",28883,"2B","P",1100,1300,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",28117,"3B","T",1330,1630,"Dm","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",34180,"3C","P",1700,1930,"EM","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",33907,"4A","T",2000,2030,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",33706,"4B","P",2100,2200,"","2021-05-04T11:46:10Z"
1,"2021-05-05T00:00:00Z",24981,"4C","F",2400,2400,"","2021-05-04T11:46:10Z"
1,"2021-05-06T00:00:00Z",24384,"1F","F",30,30,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",23837,"1S","T",100,130,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",24261,"1A","P",200,230,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",23517,"4","F",400,400,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",23370,"1B","T",430,730,"Om","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",33202,"2F","P",800,900,"DM","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",32877,"2A","P",930,1030,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",30799,"2B","P",1100,1300,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",28689,"3B","T",1330,1630,"Dm","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",34283,"3C","P",1700,1930,"EM","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",34049,"4A","T",2000,2030,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",34067,"4B","P",2100,2200,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",24742,"4C","F",2400,2400,"","2021-05-05T08:32:13Z"
1,"2021-05-06T00:00:00Z",24651,"1F","F",30,30,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",24081,"1S","T",100,130,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",24607,"1A","P",200,230,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",23789,"4","F",400,400,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",23675,"1B","T",430,730,"Om","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",33323,"2F","P",800,900,"DM","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",32879,"2A","P",930,1030,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",31589,"2B","P",1100,1300,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",28749,"3B","T",1330,1630,"Dm","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",34106,"3C","P",1700,1930,"EM","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",33863,"4A","T",2000,2030,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",33650,"4B","P",2100,2200,"","2021-05-05T11:32:50Z"
1,"2021-05-06T00:00:00Z",24988,"4C","F",2400,2400,"","2021-05-05T11:32:50Z"
1,"2021-05-07T00:00:00Z",23905,"1F","F",30,30,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",23379,"1S","T",100,130,"Om","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",23855,"1A","P",200,230,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",23483,"4","F",400,400,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",23490,"1B","T",430,730,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",32103,"2F","P",800,900,"DM","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",31816,"2A","P",930,1030,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",30479,"2B","P",1100,1300,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",28545,"3B","T",1330,1630,"Dm","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",32637,"3C","P",1700,1930,"EM","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",32167,"4A","T",2000,2030,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",31863,"4B","P",2100,2200,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",25041,"4C","F",2400,2400,"","2021-05-06T08:38:32Z"
1,"2021-05-07T00:00:00Z",23774,"1F","F",30,30,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",23260,"1S","T",100,130,"Om","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",23748,"1A","P",200,230,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",23377,"4","F",400,400,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",23390,"1B","T",430,730,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",32041,"2F","P",800,900,"DM","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",31734,"2A","P",930,1030,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",30442,"2B","P",1100,1300,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",28711,"3B","T",1330,1630,"Dm","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",32649,"3C","P",1700,1930,"EM","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",32189,"4A","T",2000,2030,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",31860,"4B","P",2100,2200,"","2021-05-06T11:25:59Z"
1,"2021-05-07T00:00:00Z",25025,"4C","F",2400,2400,"","2021-05-06T11:25:59Z"
1,"2021-05-08T00:00:00Z",23659,"1F","F",30,30,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",22618,"1S","T",100,130,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",22919,"1A","P",200,230,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",21323,"4","F",400,400,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",20698,"1B","T",430,730,"Om","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",28059,"2F","P",800,900,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",28894,"2A","P",930,1030,"DM","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",28689,"2B","P",1100,1300,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",24764,"3B","T",1330,1630,"Dm","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",28922,"3C","P",1700,1930,"EM","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",27327,"4A","T",2000,2030,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",26961,"4B","P",2100,2200,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",21324,"4C","F",2400,2400,"","2021-05-07T08:43:16Z"
1,"2021-05-08T00:00:00Z",23610,"1F","F",30,30,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",22581,"1S","T",100,130,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",22886,"1A","P",200,230,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",21336,"4","F",400,400,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",20633,"1B","T",430,730,"Om","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",27398,"2F","P",800,900,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",27982,"2A","P",930,1030,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",28207,"2B","P",1100,1300,"DM","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",24636,"3B","T",1330,1630,"Dm","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",29025,"3C","P",1700,1930,"EM","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",27706,"4A","T",2000,2030,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",27446,"4B","P",2100,2200,"","2021-05-07T11:46:06Z"
1,"2021-05-08T00:00:00Z",21398,"4C","F",2400,2400,"","2021-05-07T11:46:06Z"
1,"2021-05-09T00:00:00Z",20195,"1F","F",30,30,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",19534,"1S","T",100,130,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",19737,"1A","P",200,230,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",18672,"4","F",400,400,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",17922,"1B","T",430,730,"Om","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",22323,"2F","P",800,900,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",23380,"2A","P",930,1030,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",23702,"2B","P",1100,1300,"DM","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",21557,"3B","T",1330,1630,"Dm","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",29254,"3C","P",1700,1930,"EM","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",28479,"4A","T",2000,2030,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",28030,"4B","P",2100,2200,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",20753,"4C","F",2400,2400,"","2021-05-08T08:46:33Z"
1,"2021-05-09T00:00:00Z",20209,"1F","F",30,30,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",19539,"1S","T",100,130,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",19739,"1A","P",200,230,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",18693,"4","F",400,400,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",17961,"1B","T",430,730,"Om","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",22408,"2F","P",800,900,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",23431,"2A","P",930,1030,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",24207,"2B","P",1100,1300,"DM","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",21918,"3B","T",1330,1630,"Dm","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",29330,"3C","P",1700,1930,"EM","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",28621,"4A","T",2000,2030,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",28254,"4B","P",2100,2200,"","2021-05-08T11:38:48Z"
1,"2021-05-09T00:00:00Z",20761,"4C","F",2400,2400,"","2021-05-08T11:38:48Z"
1,"2021-05-10T00:00:00Z",20521,"1F","F",30,30,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",20085,"1S","T",100,130,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",20417,"1A","P",200,230,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",19464,"4","F",400,400,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",19363,"1B","T",430,730,"Om","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",29603,"2F","P",800,900,"DM","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",29273,"2A","P",930,1030,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",28314,"2B","P",1100,1300,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",25162,"3B","T",1330,1630,"Dm","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",31118,"3C","P",1700,1930,"EM","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",30749,"4A","T",2000,2030,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",30706,"4B","P",2100,2200,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",22512,"4C","F",2400,2400,"","2021-05-09T08:42:08Z"
1,"2021-05-10T00:00:00Z",20357,"1F","F",30,30,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",19913,"1S","T",100,130,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",20292,"1A","P",200,230,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",19394,"4","F",400,400,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",19309,"1B","T",430,730,"Om","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",29614,"2F","P",800,900,"DM","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",29178,"2A","P",930,1030,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",28161,"2B","P",1100,1300,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",24922,"3B","T",1330,1630,"Dm","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",30851,"3C","P",1700,1930,"EM","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",30573,"4A","T",2000,2030,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",30616,"4B","P",2100,2200,"","2021-05-09T11:38:20Z"
1,"2021-05-10T00:00:00Z",22390,"4C","F",2400,2400,"","2021-05-09T11:38:20Z"
1,"2021-05-11T00:00:00Z",21448,"1F","F",30,30,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",20800,"1S","T",100,130,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",21385,"1A","P",200,230,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",20242,"4","F",400,400,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",20070,"1B","T",430,730,"Om","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",29260,"2F","P",800,900,"DM","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",29104,"2A","P",930,1030,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",27120,"2B","P",1100,1300,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",26582,"3B","T",1330,1630,"Dm","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",31836,"3C","P",1700,1930,"EM","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",31745,"4A","T",2000,2030,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",31824,"4B","P",2100,2200,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",23487,"4C","F",2400,2400,"","2021-05-10T08:38:25Z"
1,"2021-05-11T00:00:00Z",21450,"1F","F",30,30,"","2021-05-10T11:38:25Z"
1,"2021-05-11T00:00:00Z",20810,"1S","T",100,130,"","2021-05-10T11:38:25Z"
